Name,Brand,Category,Image URL,Price,MSRP,Units Available,,455
8X10 KARAM NATURAL RUG,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/74e45dcb-c3c5-465d-b597-09b98598a25f.jpg,$ 185 each,$308,5,,
8X10 JAYA NATURAL RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/Jaya_Swatch_6003031_Natural_SWATCH-4-3mobile.jpg?v=1718051225,$ 212 each,$352,8,,
8X10 IVO RUSTIC RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/IVORUG-6001918-Rustic-AV1-tablet-1.jpg?v=1712873299,$ 433 each,$720,2,,
8X10 INDRA MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/IndraRug-6001800-Multi-AV1-tablet-1.jpg?v=1697982287,$ 256 each,$426,1,,
8X10 HERITAGE MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/HeritageRug-6001780-Multi-AV1-tablet-1.jpg?v=1697982232,$ 509 each,$847,1,,
8X10 FAUNA MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/FaunaRug-6001810-Multi-AV1-tablet-1.jpg?v=1697981929,$ 588 each,$978,8,,
8X10 FABLE MULTI RUG,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/822dd3e2-5d50-47ea-b828-00edea7f0e0a.jpg,$ 500 each,$832,9,,
8X10 CASABLANCA MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/CasablancaRug-6001742-Multi-AV1-tablet-1.jpg?v=1697981550,$ 923 each,"$1,535",1,,
8X10 AURA MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/KarmaRug-6001792-Multi-AV1-tablet-1.jpg?v=1697981451,$ 315 each,$524,9,,
8X10 ARUNA NATURAL RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/Aruna_Wool_6002671_Natural_O-2-3mobile.jpg?v=1718049898,$ 331 each,$550,1,,
8X10 ANIZA NATURAL RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/Aniza_Wool_6002657_Natural_O-2-3mobile.jpg?v=1719423458,$ 185 each,$308,1,,
6X9 TUAREG BLACK RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/Malek_Wool_6002673_Black_O-2-2tablet.jpg?v=1719421815,$ 348 each,$579,2,,
6X9 STORM CHARCOAL RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/StormRug-6001788-Charcoal-AV1-tablet-1.jpg?v=1715267619,$ 436 each,$725,5,,
6X9 SHERWOOD OYSTER RUG,Arhaus,Pillows & Rugs,N/A,$ 304 each,$506,5,,
6X9 SANTIAGO SAND RUG,Arhaus,Pillows & Rugs,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 568 each,$945,2,,
6X9 RONDEAU MULTI RUG,Arhaus,Pillows & Rugs,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 383 each,$638,11,,
6X9 RIDGE MULTI RUG,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/6f996104-f115-4139-82e1-e765422bd3f9.jpg,$ 108 each,$179,7,,
6X9 NASIMA CHARCOAL RUG,Arhaus,Pillows & Rugs,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 121 each,$201,2,,
6X9 MEKNES MULTI RUG,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/3815f3bb-8f3d-4e8e-84f8-0c60a378d04a.jpg,$ 623 each,"$1,036",4,,
6X9 MEDINA MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/MedinaRug-6001820-Multi-AV1-tablet-1.jpg?v=1697982611,$ 82 each,$137,4,,
6X9 MAVERICKS MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/MavericksRug-6001818-Multi-AV1-tablet-1.jpg?v=1697982604,$ 260 each,$432,7,,
6X9 LEGACY MULTI RUG,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/f91f79ff-bfca-48a7-9688-1a64605c425d.jpg,$ 151 each,$251,8,,
6X9 LABYRINTH TRUFFLE RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/LABYRINTHRUG-6001907-Truffle-AV1-tablet-1.jpg?v=1701360846,$ 355 each,$591,5,,
6X9 IVO RUSTIC RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/IVORUG-6001918-Rustic-AV1-tablet-1.jpg?v=1712873299,$ 292 each,$486,4,,
6X9 HIGHLANDS MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/HighlandsRug-6001782-Multi-AV1-tablet-1.jpg?v=1697982272,$ 260 each,$432,6,,
6X9 HAYWOOD OYSTER RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/HAYWOODRUG-6001901-Oyster-AV1-tablet-1.jpg?v=1697982143,$ 264 each,$439,4,,
6X9 FES MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/FesRug-6001768-Multi-AV1-tablet-1.jpg?v=1697981945,$ 144 each,$240,3,,
6X9 ESTERO TRUFFLE RUG,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/arhaus/products/images/8cad344d-aa84-479e-8bc9-5660da8de79c.png,$ 568 each,$945,2,,
6X9 ESTERO OYSTER RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/ESTERORUG-6001740-Oyster-AV1-tablet-1.jpg?v=1715980914,$ 568 each,$945,6,,
6X9 DRIFTWOOD MULTI RUG,Arhaus,Pillows & Rugs,N/A,$ 245 each,$408,7,,
6X9 ARUNA NATURAL RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/Aruna_Wool_6002671_Natural_O-2-3mobile.jpg?v=1718049898,$ 223 each,$371,1,,
5 X 8 FLORES TOBACCO RUG,Arhaus,Pillows & Rugs,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 215 each,$358,13,,
10X14 PEREGRINE OYSTER RUG,Arhaus,Pillows & Rugs,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 733 each,"$1,220",4,,
10X14 OREN COCOA RUG,Arhaus,Pillows & Rugs,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,"$ 1,289 each","$2,144",4,,
10X14 LA RACHE MULTI RUG,Arhaus,Pillows & Rugs,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/LaRacheRug-6001796-Multi-AV1-tablet-1.jpg?v=1697982378,"$ 1,489 each","$2,478",5,,
"ZURI 15"" CUBE IN WHITE MARBLE",Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 107 each,$400,6,,
ZELIE 60 MRT EMPRDR TP BRS BS,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,"$ 1,339 each","$5,000",15,,
"SYDNEY 60"" CF TBL IN BRONZE",Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,"$ 1,339 each","$5,000",25,,
SYDNEY 60 SQUARE CF BRASS ANTQ,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,"$ 1,339 each","$5,000",10,,
SYDNEY 56 CF IN BRONZE BROWN,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/1a368362-a448-4718-96f7-3ebd8a720e29.jpg,"$ 1,205 each","$4,500",25,,
SYDNEY 16 SD IN BRONZE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 294 each,"$1,099",23,,
SYDNEY 16 SD ANTQ BRASS,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/5cf45717-f998-4d5d-a513-d5a9f109d03d.jpg,$ 295 each,"$1,100",21,,
RYE 84 ORIGINS CON IN BROWN,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/a7d20320-e2c1-48b4-a46a-3c9edb26a5ab.jpg,$ 643 each,"$2,399",22,,
RYE 72 ORIGINS CON IN BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 563 each,"$2,099",11,,
RYE 36 ORIGINS CF TBL IN BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 321 each,$850,23,,
RYE 24 ORIGINS CF TBL IN BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 268 each,$520,17,,
RYE 20 STOOL WD VERSION 2 BRN,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 118 each,$440,9,,
RHODES 11 ORIGINS STOOL NAT,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 54 each,$200,11,,
RHODES 11 ORIGINS STOOL BLACK,Arhaus,Furniture,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/6002131-RhodesStool-PO1TabletBlack.png?v=1705441139,$ 54 each,$200,10,,
"PHOENIX 39"" CF TBL IN BROWN",Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/7ad8a0a5-7c60-4458-97b2-9edce123b21e.jpg,$ 201 each,$750,5,,
PAXTON 70 OV WD INLAY CON NAT,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 174 each,$650,5,,
PAXTON 54 WD INLAY REC CF NAT,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 616 each,"$1,050",22,,
PAXTON 54 WD INLAY REC CF BRN,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/2620efa3-588a-4b05-97e8-e292177df35e.jpg,$ 616 each,$700,8,,
PAXTON 54 OV WD INLAY REC CF,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 616 each,$400,27,,
"PAXTON 48"" COFFEE TBL IN BROWN",Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 536 each,"$1,299",47,,
"PAXTON 48"" COFFEE TBL IN BLACK",Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 536 each,$344,4,,
"PAXTON 48"" CF TBL IN NATURAL",Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 536 each,$900,24,,
PAVITT 48 LEATHER CF IN BLACK,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 201 each,$750,18,,
NAPA 22 CAPSULE END IN BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 142 each,$530,28,,
NAPA 14.63 CAPSULE END BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 246 each,$920,19,,
MELBOURNE 14 PLNTH DRM SD BRNZ,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 193 each,$720,3,,
MATTEO 48 SQ LOW CF TRAVERTINE,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/f1944823-21b4-4d89-9e63-d82f14af75e1.jpg,$ 857 each,"$3,200",12,,
MATTEO 48 ONYX SQ LOW CF ONYX,Arhaus,Pillows & Rugs,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/0fa2d61a-8e42-4399-902a-f7233abe2c30.jpg,$ 857 each,"$3,200",26,,
MATTEO 36 ONYX SQ LOW CF NAT,Arhaus,Pillows & Rugs,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 750 each,"$2,800",21,,
LISBON 71 OAK CURVE CF BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 308 each,"$1,150",4,,
LISBON 71 OAK CURVE CF BLACK,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/f1ed42b0-0bf0-4724-b040-6f7b59d0a5cf.jpg,$ 402 each,"$1,500",24,,
LISBON 66 OAK CURVE CON BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 308 each,"$1,150",1,,
LISBON 66 OAK CRV SHLF CN BRN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 603 each,"$2,250",21,,
LISBON 66 OAK CRV SHLF CN BLK,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/538ba20d-4950-4c23-bf67-ca2525e7923d.jpg,$ 536 each,"$2,000",21,,
LISBON 52 OAK CURVE CF BLACK,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/a368644b-c59e-4c4d-9e60-6e076319ebf5.jpg,$ 407 each,"$1,520",35,,
LISBON 50 OAK CURVE NST SD BLK,Arhaus,Decor,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/LisbonNestingSideTable-6001993-Black-OneSize-AV1-tablet.jpg?v=1724368130,$ 214 each,$800,3,,
"LENNOX 74"" COFFEE TBL IN BROWN",Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 536 each,"$1,999",20,,
LENNOX 74 PEDESTAL CF IN BROWN,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/23bb4784-93a2-4095-b576-63ca9b51772d.jpg,$ 173 each,$646,10,,
LARISSA 63 REC CF TBL IN WHITE,Arhaus,Decor,N/A,$ 750 each,"$2,800",3,,
LARISSA 48 ROUND CF IN WHITE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 482 each,"$1,800",14,,
KENT 30 STN IRON 2 PC SET BLK,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 40 each,$150,7,,
KENT 25 PAINTED GLASS CF BROWN,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/a34a5a39-860d-4013-b871-aa60607ad64f.jpg,$ 161 each,$600,13,,
HUDSON 57.48 SOLID OAK CF BLK,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 161 each,$600,12,,
EZE 16 ORIGINS SD TBL IN BROWN,Arhaus,Decor,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/Eze_EndTable_6002065_BrownBlack_TQ-2-3mobile.jpg?v=1724368461,$ 193 each,$720,19,,
"COPULA 22.5"" SIDE TBL IN BLACK",Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/c2a717bd-1224-400b-8c1e-91af196e1c77.jpg,$ 236 each,$880,25,,
CLIFTON 60 CON IN ANTQ BRASS,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 321 each,"$1,200",3,,
CLIFTON 16 ORGN NST SD ATQ BRS,Arhaus,Decor,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/CliftonNestingSideTable-6002066-Brass-OneSize-AV1-tablet-1.jpg?v=1694542882,$ 236 each,$880,23,,
BRISTOL 22 STONE OVAL SD BEIGE,Arhaus,Decor,N/A,$ 268 each,$999,23,,
BAILEY 70 MAHOGANY CF IN BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 228 each,$850,9,,
"AMBLE 63"" CONSOLE TBL IN BROWN",Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 321 each,"$1,200",3,,
"AMBLE 55"" COFFEE TBL IN BROWN",Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/11176738-71dc-4bed-907d-27ffa5db9e75.jpg,$ 87 each,$325,3,,
"AMBLE 39"" COFFEE TBL IN BROWN",Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/02c05ca5-7277-4c4b-9392-8285fffc6476.jpg,$ 228 each,$850,16,,
AMBLE 21 NESTING END IN BROWN,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 134 each,$500,4,,
ALTA 16 SD STN MARBLE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 193 each,$720,9,,
ALTA 12 STN 3 LEG SIDE MARBLE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 161 each,$600,58,,
ALTA 12 STN 3 LEG SD BLK MRQ,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 182 each,$680,29,,
ALTA 12 CYLINDER SD STN MARBLE,Arhaus,Decor,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/AltaMarbleCylinderSideTable-6002090-Marble-OneSize-P01-tablet-2.jpg?v=1693856531,$ 201 each,$750,9,,
WOODEN V7 BLK TABLE LAMP SHADE,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,7,,
WOODEN V7 BLK ACCENT LAMP BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 65 each,$200,6,,
WOODEN V6 NAT TBL LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,15,,
WOODEN V6 BLK TBL LAMP BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 98 each,$300,14,,
WOODEN V4 NAT TABLE LAMP SHADE,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,9,,
WOODEN V4 BLK TL LAMP BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 82 each,$250,7,,
WOODEN V2 WH TL BASE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 180 each,$550,41,,
WOODEN V2 BLK TABLE SHADE,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 52 each,$158,41,,
WOODEN NAT TABLE LAMP SHADE,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,11,,
WOODEN NAT FL BASE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 262 each,$800,3,,
WOODEN BLK FL SHADE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 52 each,$158,2,,
WOODEN BLACK TL BASE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 98 each,$300,10,,
WOOD WHT TB LAMP BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 131 each,$400,7,,
WOOD NAT TB LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,9,,
V3 NAT TBL LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 9 each,$28,6,,
TRI NAT FLOOR LAMP GRV SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 49 each,$150,22,,
TRI NAT FLOOR LAMP GRV SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 49 each,$150,20,,
TRI BRZ FLOOR LAMP GRV BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 207 each,$631,22,,
TRI ANT BR FLOOR LAMP GRV BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 213 each,$649,20,,
TRAVERTINE BLK FL SHADE,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/89d99dfb-d2ef-47b8-a7ae-d0ae992005cf.png,$ 34 each,$103,9,,
TRAVERTINE BLK FL BASE,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/3a2d93b9-9146-49d5-a6ca-8f4b194bc243.jpg,$ 257 each,$785,6,,
TRAV BLK TABLE LAMP SH,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 10 each,$32,24,,
TRAV ANT BR TABLE LAMP BASE,Arhaus,Furniture,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/c312de71-85af-40e9-8a3a-8e239f9772f5.jpg,$ 52 each,$158,22,,
TOTEM SM GRY NAT TBL LAMP SH,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,1,,
TOTEM MD NAT TBL LAMP SH,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,1,,
TOTEM GRY LG LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 6 each,$17,45,,
TOTEM BLK LG LAMP BASE,Arhaus,Lighting,N/A,$ 110 each,$337,46,,
TAPERED DRUM NAT FL LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 49 each,$150,6,,
TAP MD NAT TBL LAMP DRUM SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 31 each,$95,14,,
TAP LG NAT TBL LAMP DRUM SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 49 each,$150,1,,
SQUARE V6 NAT TBL LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 8 each,$25,4,,
SQUARE V6 NAT TBL LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,26,,
SQUARE V4 NAT TBL LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 9 each,$28,26,,
SQUARE BRZ V4 TABLE LAMP BASE,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 32 each,$99,39,,
SPAR TABLE LAMP,Arhaus,Furniture,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/03a17224-1e86-40c8-98c3-0d494a57c4f9.jpg,$ 111 each,$340,34,,
RND ETCHED ANT BR WALL SCONCE,Arhaus,Lighting,https://cdn.shopify.com/s/files/1/0711/6419/9198/files/PerseusSconce-6002376-AntiqueBrass-OneSize-P01-tablet.jpg?v=1693597363,$ 162 each,$495,12,,
RECT NAT FLOOR LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 23 each,$70,27,,
RECT NAT FLOOR LAMP SHADE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 49 each,$150,22,,
RECT BRZ FLOOR LAMP BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 163 each,$497,27,,
RECT ANT BR FLOOR LAMP BASE,Arhaus,Lighting,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 173 each,$527,22,,
RECLAIMED WOOD V5 WH FL BASE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 141 each,$430,14,,
RECLAIMED WOOD V5 NAT FL SHD,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,13,,
RECLAIMED WOOD V4 WH FL BASE,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/b9f15ea2-74f7-448e-98e3-96a22c9887d6.png,$ 82 each,$250,13,,
RECLAIMED WOOD V3 NAT FL SHD,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,4,,
RECLAIMED WOOD V3 BLK FL BASE,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/8b4407aa-7b11-4bb9-aa7e-0edb316276bf.jpg,$ 180 each,$550,3,,
RECLAIMED WOOD V2 WH FL BASE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 115 each,$350,5,,
RECLAIMED WOOD V2 NAT FL SHD,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 16 each,$50,4,,
RECLAIMED WOOD V1 WH FL BASE,Arhaus,Decor,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 242 each,$740,8,,
RECLAIM BLK WOOD TABLE LAMP BS,Arhaus,Furniture,https://upload.wikimedia.org/wikipedia/commons/3/3d/Arhaus_logo.jpg,$ 98 each,$300,4,,
NORA BLK LNR CHAND,Arhaus,Decor,https://storage.googleapis.com/floorfound-prod-cdn/br_home/products/images/08e28e38-f9b8-4f1f-90cb-eb7eddda8a0d.jpg,$ 327 each,"$1,000",5,,
"MIRZA BR 61"" CIRCLE CHAND",Arhaus,Mirrors,https://storage.googleapis.com/floorfound-prod-cdn/arhaus/products/images/e1342032-6ae0-4346-ad7f-d2d0c0f95bea.jpg,$ 458 each,"$1,400",5,,
"MIRZA BR 48"" CIRCLE CHAND",Arhaus,Mirrors,https://storage.googleapis.com/floorfound-prod-cdn/arhaus/products/images/9c490eb0-1a82-4960-b808-7c075067ff3e.jpg,$ 393 each,"$1,200",8,,
"MIRZA BR 47"" SPHERE CHAND",Arhaus,Mirrors,https://storage.googleapis.com/floorfound-prod-cdn/arhaus/products/images/a5241dc2-d629-43b1-8035-3c50c58da88d.png,$ 393 each,"$1,200",38,,
